codeInseeImmo,valeur_moyenne_fonciere,local_total,local_maison,local_appart
3160,2288,2,2,0
3134,1364,1,1,0
3308,652,1,1,0
3105,700,7,2,5
3056,262,1,1,0
3309,659,2,2,0
3280,429,1,1,0
3133,938,3,3,0
3188,1667,2,2,0
3110,1979,4,4,0
3163,1921,5,2,3
3141,184,1,1,0
3241,750,1,1,0
3217,1558,3,3,0
3250,1749,1,1,0
3201,1200,1,1,0
3272,469,1,1,0
3271,1282,4,4,0
3180,871,1,1,0
3075,1281,2,2,0
3025,1563,3,3,0
3277,1900,2,2,0
3050,2020,1,1,0
3260,643,1,1,0
3184,2333,1,1,0
3239,667,1,1,0
3284,1206,1,1,0
3222,500,1,1,0
3016,953,2,2,0
3099,318,1,1,0
3114,107,1,0,1
3124,1167,2,2,0
3266,1336,1,1,0
4244,1806,4,3,1
4226,3904,13,1,12
4006,2657,28,1,27
4230,1712,3,3,0
4203,1173,1,0,1
4222,2838,1,1,0
4070,2157,33,6,27
4042,833,1,1,0
4152,3134,10,10,0
4033,8478,4,0,4
4019,2355,10,1,9
4049,2389,8,3,5
4053,466,3,3,0
4143,3252,7,6,1
4096,2103,5,2,3
4112,3363,34,8,26
4018,2149,2,2,0
4073,1859,6,0,6
4061,1435,1,0,1
4088,5238,3,1,2
4094,3677,19,1,18
4161,2571,2,1,1
4205,2079,5,3,2
4126,1968,8,5,3
4229,2864,1,1,0
4116,2317,5,3,2
4108,1788,2,1,1
4242,11484,5,5,0
4066,2845,1,1,0
4160,4575,7,4,3
4197,2499,8,5,3
4237,1211,1,0,1
4178,2326,7,6,1
4208,5811,4,0,4
4036,1160,1,1,0
4106,2906,1,1,0
4084,2434,3,3,0
4034,2493,2,2,0
4188,3408,1,1,0
4166,1652,3,0,3
4005,2143,1,1,0
4051,4394,1,1,0
4079,2480,2,2,0
4245,2986,2,2,0
4109,2500,1,1,0
4065,1208,2,0,2
4209,1899,5,0,5
4134,1253,3,2,1
4240,1458,1,1,0
4032,3611,1,1,0
4039,662,3,3,0
4025,2326,4,1,3
4097,1111,1,1,0
4175,6100,2,2,0
4145,2610,2,2,0
4149,1920,4,4,0
4135,7712,4,0,4
4023,1489,1,1,0
4004,2693,2,2,0
4182,1703,2,1,1
4013,962,1,1,0
4035,1466,3,2,1
4008,1319,1,1,0
4092,947,1,1,0
4123,1507,1,1,0
4195,2105,1,0,1
4031,1854,1,1,0
4176,3677,1,1,0
4081,4687,2,2,0
4121,2080,2,2,0
5179,1684,7,4,3
5139,2650,19,1,18
5153,2534,4,0,4
5072,1591,1,0,1
5046,3500,24,4,20
5023,3745,26,0,26
5087,938,2,2,0
5107,6545,4,1,3
5101,5187,2,0,2
5149,2153,4,1,3
5177,4100,12,1,11
5151,4781,3,1,2
5133,4632,17,2,15
5061,2579,41,11,30
5085,4838,23,0,23
5132,2984,7,1,6
5093,2673,6,1,5
5004,2955,8,0,8
5054,1673,2,2,0
5077,3623,6,4,2
5095,907,1,1,0
5161,7153,8,1,7
5029,3193,6,2,4
5040,2919,3,1,2
5006,1852,1,0,1
5098,2651,16,0,16
5070,2845,5,1,4
5142,1111,1,1,0
5148,2010,2,1,1
5108,3637,1,1,0
5081,4061,1,1,0
5038,4003,4,0,4
5011,1946,1,1,0
5036,3509,3,2,1
5104,3996,2,0,2
5075,2513,2,2,0
5115,2340,1,1,0
5166,1652,2,2,0
5118,1600,4,3,1
5157,2685,1,0,1
5012,3515,3,0,3
5045,3533,3,3,0
5110,2465,6,0,6
5090,1894,1,1,0
5063,3100,2,0,2
5114,1268,1,0,1
5059,2491,1,1,0
5096,2090,8,0,8
5079,3234,5,1,4
5119,3858,6,0,6
5017,2882,1,1,0
5174,10,2,0,2
5184,2083,1,1,0
5065,1423,4,1,3
5156,3397,3,2,1
5162,3650,1,1,0
5145,1732,2,0,2
5106,3615,3,1,2
5126,1333,1,1,0
5053,146,1,1,0
5170,2125,2,1,1
5039,1863,2,1,1
5183,6309,3,0,3
5173,2474,1,1,0
5128,100,2,2,0
5019,469,1,1,0
5140,2787,1,1,0
5109,1054,3,0,3
5060,1835,1,1,0
5003,1737,2,1,1
5055,1000,1,1,0
5058,6498,2,0,2
5178,2241,1,1,0
5164,3292,2,1,1
5172,1579,1,1,0
5010,1701,2,2,0
5037,3952,2,2,0
5001,2192,4,1,3
5052,1645,1,1,0
5136,4277,2,2,0
5163,2424,1,1,0
5071,5806,2,2,0
5171,1352,1,1,0
6088,8249,5496,235,5261
6104,8112,360,46,314
6083,6070,675,37,638
6127,3186,70,19,51
6011,18201,128,14,114
6153,2595,38,17,21
6012,17265,224,10,214
6136,3999,80,42,38
6016,6036,28,6,22
6115,1430,4,3,1
6032,13028,60,13,47
6120,4973,60,6,54
6159,11550,165,28,137
6150,6562,53,28,25
6163,1784,16,1,15
6077,2637,22,14,8
6048,5164,53,27,26
6075,3872,53,37,16
6071,3839,18,1,17
6023,2615,44,12,32
6059,14039,48,27,21
6031,8896,9,9,0
6135,3133,5,5,0
6060,7311,11,8,3
6149,3897,66,22,44
6073,4114,63,2,61
6114,3784,33,4,29
6042,2281,6,5,1
6162,2262,14,2,12
6121,95078,73,39,34
6103,5244,28,3,25
6146,2500,1,1,0
6021,2437,3,2,1
6057,2856,21,9,12
6151,5034,11,5,6
6099,1712,15,3,12
6158,1739,9,4,5
6055,2694,3,3,0
6125,1929,6,5,1
6100,2500,1,1,0
6066,1580,46,20,26
6013,2780,27,14,13
6006,4388,29,21,8
6035,4732,15,7,8
6062,1829,4,2,2
6005,1500,1,0,1
6091,6043,35,26,9
6019,4367,21,10,11
6015,2766,15,9,6
6113,4487,13,6,7
6097,3100,5,5,0
6102,1246,2,1,1
6046,7074,36,21,15
6147,4563,28,21,7
6092,4012,6,4,2
6132,2072,13,8,5
6106,3063,6,5,1
6014,3612,12,6,6
6067,5069,13,4,9
6043,7199,19,14,5
6086,1469,5,0,5
6054,4293,24,11,13
6078,2172,6,6,0
6094,4415,35,2,33
6093,2946,4,4,0
6020,1664,10,6,4
6124,2453,2,2,0
6051,1151,7,1,6
6034,9356,9,7,2
6036,3731,4,2,2
6126,4595,8,1,7
6098,2700,2,2,0
6117,5042,4,2,2
6110,2201,4,2,2
6141,2863,2,2,0
6129,1910,3,1,2
6144,2771,8,6,2
6039,5948,7,6,1
6074,3251,24,14,10
6156,4999,8,3,5
6143,1672,6,2,4
6139,2030,1,0,1
6082,3224,2,2,0
6109,3391,4,3,1
6142,2817,2,1,1
6101,2657,1,1,0
6080,1638,1,1,0
6119,1936,2,1,1
6053,1667,1,0,1
6009,1023,3,1,2
6030,4745,496,56,440
6004,7519,1102,127,975
6155,15519,381,59,322
6029,10909,1369,91,1278
6085,7332,240,138,102
6105,7388,107,101,6
6130,4637,41,33,8
6069,4819,495,173,322
6161,5713,230,38,192
6123,5842,301,30,271
6018,6942,63,36,27
6079,9606,429,87,342
6044,10630,67,42,25
6027,5048,497,87,410
6007,5800,23,18,5
6138,9735,81,27,54
6128,6970,59,43,16
6118,3895,47,40,7
6068,4937,4,1,3
6003,1465,9,2,7
6033,18071,84,25,59
6070,1371,20,4,16
6152,7834,103,66,37
6157,7351,233,102,131
6084,6432,77,48,29
6038,9645,51,43,8
6108,5113,36,22,14
6140,4450,28,28,0
6090,4441,54,34,20
6089,11447,25,20,5
6001,1272,3,1,2
6137,4363,17,14,3
6148,5641,59,51,8
6112,4715,39,34,5
6064,5471,33,15,18
6025,3787,16,7,9
6065,6226,47,40,7
6095,4815,99,66,33
6022,2927,9,8,1
6017,3000,1,1,0
6010,5326,21,14,7
6037,3809,7,6,1
6028,3245,11,11,0
6049,1723,2,2,0
6122,4409,23,17,6
6026,6715,18,16,2
6050,2573,5,5,0
6047,2200,7,5,2
6116,2446,8,8,0
6134,2353,9,9,0
6063,794,2,1,1
6154,2468,7,4,3
6081,3292,5,5,0
6041,1834,2,2,0
6058,2340,7,5,2
6107,3011,1,1,0
6131,500,2,2,0
6024,714,1,0,1
7269,969,2,1,1
7064,1775,6,3,3
7084,1000,1,0,1
7056,3587,1,1,0
7208,2718,1,1,0
7330,3279,19,12,7
7042,1796,25,15,10
7019,2590,35,7,28
7319,1860,17,14,3
7186,2656,23,1,22
7346,2312,7,5,2
7181,2106,1,1,0
7204,2344,10,7,3
7324,2604,24,7,17
7281,2564,9,7,2
7060,2152,3,3,0
7116,1509,4,3,1
7128,1295,5,2,3
7102,2216,22,5,17
7107,1952,4,4,0
7228,1691,1,1,0
7155,2595,6,6,0
7289,2658,1,1,0
7045,2152,3,3,0
7083,3958,1,1,0
7179,2000,1,1,0
7331,2298,7,3,4
7076,1666,5,3,2
7199,4349,2,2,0
7134,767,2,2,0
7239,5415,2,0,2
7010,3306,39,7,32
7124,3171,1,1,0
7243,1017,1,1,0
7201,2056,7,6,1
7117,2391,4,4,0
7254,2450,1,1,0
7210,1132,4,1,3
7334,5077,9,6,3
7008,3869,2,2,0
7231,2452,3,3,0
7068,1766,1,1,0
7191,1904,3,2,1
7297,1701,1,1,0
7027,2879,1,1,0
7240,2456,2,2,0
7078,1620,5,4,1
7022,1759,3,3,0
7072,1847,4,4,0
7349,2212,13,8,5
7207,5220,6,6,0
7245,2279,4,4,0
7193,1991,1,1,0
7138,2786,4,4,0
7341,1414,9,9,0
7282,3699,3,3,0
7291,2000,1,1,0
7316,1648,2,2,0
7232,1623,3,3,0
7280,2127,3,3,0
7313,1464,1,1,0
7129,1170,5,1,4
7079,2993,3,2,1
7184,1871,1,1,0
7050,2677,2,2,0
7097,1087,1,1,0
7031,1083,5,3,2
7106,1419,1,1,0
7268,2203,1,1,0
7327,920,2,1,1
7338,1766,3,0,3
7337,1762,5,5,0
7236,2069,2,2,0
7061,500,1,1,0
7157,1200,5,1,4
7058,1630,1,1,0
7223,6013,2,1,1
7259,9369,2,1,1
7005,2581,2,2,0
7101,6216,11,5,6
7041,2128,1,1,0
7071,985,5,3,2
7026,780,2,2,0
7285,2395,1,1,0
7132,1703,2,2,0
7287,4260,2,2,0
7261,2316,2,2,0
7153,462,1,1,0
7192,380,1,1,0
7029,2479,1,1,0
7264,2262,4,4,0
7070,2704,3,3,0
7197,1957,1,1,0
7013,2811,4,4,0
7225,3139,2,2,0
7158,3864,1,1,0
7258,1908,5,5,0
7066,5380,16,6,10
7077,2864,1,1,0
7090,2142,2,2,0
7295,1358,8,5,3
7110,2696,8,7,1
7183,3251,1,1,0
7224,563,4,0,4
7036,2894,1,1,0
7009,1313,4,4,0
7055,2642,4,4,0
7209,8129,4,4,0
7202,2300,2,1,1
7303,2614,2,2,0
7195,1312,1,1,0
7278,1657,1,1,0
7308,1544,2,2,0
7328,2213,2,1,1
7011,1251,4,3,1
7089,2987,5,5,0
7203,3076,1,1,0
7142,311,1,1,0
7080,2999,2,2,0
7205,4181,5,5,0
7194,3633,1,1,0
7037,3441,3,3,0
7159,14202,3,1,2
7075,836,1,1,0
7103,1146,1,1,0
7096,4821,1,1,0
7345,3167,1,1,0
7312,2783,1,1,0
7274,1159,1,1,0
7343,3061,2,2,0
7248,3029,1,1,0
7172,1850,5,5,0
7178,3586,1,1,0
7305,3163,1,1,0
7034,2354,2,2,0
7136,475,1,0,1
7339,7008,3,3,0
7114,1832,2,2,0
7127,2583,1,1,0
7198,2292,2,2,0
7052,2,1,1,0
7143,3316,3,3,0
7065,847,1,1,0
7048,1835,4,3,1
7167,2059,4,4,0
7188,2056,1,1,0
7298,1167,1,1,0
7294,3012,3,3,0
7152,3417,4,1,3
7007,1103,2,2,0
7348,9564,7,2,5
7002,2208,1,1,0
7145,1500,1,1,0
7215,522,1,1,0
7296,2727,2,2,0
7249,5673,3,0,3
7340,3311,2,2,0
7165,2256,1,1,0
7227,1850,1,1,0
7309,2194,4,1,3
7288,2938,2,2,0
7147,1786,1,1,0
7279,2034,1,1,0
7148,3031,2,2,0
7012,2150,1,1,0
7247,8750,1,0,1
7082,4229,1,1,0
7085,1918,1,1,0
7323,915,1,1,0
7325,1136,2,2,0
7329,2750,1,1,0
7241,2556,2,2,0
7237,4176,4,0,4
7174,1570,1,1,0
7344,2760,1,1,0
7118,474,1,1,0
7121,1093,2,2,0
7126,2200,1,1,0
7216,1884,2,2,0
7166,400,1,1,0
7301,1647,1,1,0
7286,2155,2,2,0
7120,1440,2,2,0
7217,2586,3,3,0
7315,1180,1,1,0
8185,1652,28,17,11
8190,1489,41,29,12
8487,1046,12,12,0
8363,809,52,43,9
8105,2507,333,99,234
8263,1370,9,9,0
8418,1219,4,4,0
8362,2061,34,24,10
8262,1242,3,3,0
8090,2298,24,14,10
8366,1000,8,8,0
8409,2332,191,29,162
8139,863,8,8,0
8491,2624,27,6,21
8003,1416,11,11,0
8395,2143,1,1,0
8053,2905,22,11,11
8173,1733,15,14,1
8081,884,35,31,4
8361,1899,15,12,3
8174,2473,24,17,7
8488,1761,17,15,2
8025,838,12,12,0
8314,1657,3,3,0
8239,1390,2,2,0
8365,415,33,31,2
8166,1589,2,2,0
8328,1045,35,24,11
8028,1127,5,5,0
8179,1139,7,7,0
8191,1519,7,7,0
8480,2977,24,15,9
8420,4259,16,14,2
8408,2303,7,7,0
8403,3873,13,7,6
8416,997,3,3,0
8316,417,4,4,0
8435,1565,6,6,0
8040,1437,7,7,0
8490,1228,28,23,5
8436,1418,4,4,0
8494,5871,12,2,10
8013,761,4,4,0
8251,611,2,2,0
8115,2618,8,6,2
8188,1087,8,8,0
8116,731,7,5,2
8145,1301,20,19,1
8311,1356,18,16,2
8083,792,3,3,0
8107,1483,5,5,0
8186,622,2,2,0
8331,1276,10,10,0
8010,1465,1,1,0
8476,1370,4,4,0
8478,615,2,2,0
8382,1051,1,1,0
8350,377,3,3,0
8222,1358,16,13,3
8318,1546,2,2,0
8399,887,2,2,0
8411,707,2,2,0
8470,336,1,1,0
8497,2002,13,13,0
8291,1424,2,2,0
8281,856,8,8,0
8357,4091,2,0,2
8450,303,1,1,0
8400,971,3,3,0
8486,1456,15,13,2
8198,168,1,1,0
8183,1142,6,6,0
8458,851,3,3,0
8469,1621,5,5,0
8341,670,4,4,0
8175,1286,1,1,0
8340,2149,1,1,0
8422,1041,1,1,0
8445,1010,3,3,0
8216,1460,3,1,2
8354,656,9,9,0
8282,809,8,8,0
8113,880,5,5,0
8327,4676,15,7,8
8076,1213,8,8,0
8429,2345,5,5,0
8430,8894,2,0,2
8287,357,1,1,0
8392,919,1,1,0
8338,1376,2,2,0
8193,515,5,5,0
8271,427,1,1,0
8164,816,4,4,0
8302,1185,9,7,2
8298,1615,10,9,1
8243,1118,1,1,0
8385,1680,9,9,0
8305,900,1,1,0
8428,850,1,1,0
8117,1267,3,3,0
8130,924,5,5,0
8401,670,2,2,0
8367,929,11,9,2
8226,713,3,3,0
8095,378,3,3,0
8485,1786,5,5,0
8419,830,7,7,0
8168,520,2,2,0
8438,627,3,3,0
8206,1118,2,2,0
8101,790,4,4,0
8237,883,6,6,0
8473,853,2,2,0
8084,1828,3,3,0
8180,1627,5,5,0
8346,1739,6,6,0
8057,627,3,3,0
8238,691,3,3,0
8320,880,3,3,0
8052,119,1,1,0
8104,949,2,2,0
8310,694,1,1,0
8045,2100,2,2,0
8199,1272,5,4,1
8276,1385,8,8,0
8376,1894,1,1,0
8404,1848,2,2,0
8349,678,2,2,0
8477,2105,1,1,0
8067,769,5,5,0
8111,1872,4,4,0
8218,892,13,13,0
8037,666,2,2,0
8162,3179,7,7,0
8448,1777,10,8,2
8078,1325,5,5,0
8064,1756,2,2,0
8058,1862,1,1,0
8248,1101,3,3,0
8207,1034,1,1,0
8431,1351,2,2,0
8017,859,2,2,0
8018,552,2,2,0
8254,640,1,1,0
8499,550,4,4,0
8225,1765,2,2,0
8240,1771,2,2,0
8192,495,1,1,0
8264,1243,3,3,0
8275,1362,2,2,0
8293,527,3,3,0
8343,1051,12,12,0
8374,1841,2,2,0
8131,182,1,1,0
8381,1509,6,6,0
8102,1676,3,3,0
8163,2284,2,2,0
8043,1887,10,4,6
8326,2121,6,6,0
8153,1648,1,1,0
8402,1082,3,3,0
8462,916,2,2,0
8245,1107,2,2,0
8077,1034,1,1,0
8319,747,3,3,0
8384,528,2,2,0
8140,1354,2,1,1
8136,757,2,2,0
8456,2863,2,2,0
8214,860,2,2,0
8468,1197,1,1,0
8085,262,3,3,0
8412,281,1,1,0
8121,1313,4,4,0
8135,1303,1,1,0
8483,1789,1,1,0
8449,1378,3,3,0
8055,1045,1,1,0
8437,352,1,1,0
8396,686,3,3,0
8322,1079,2,2,0
8347,1167,1,1,0
8032,1171,1,1,0
8329,1959,4,2,2
8158,2348,1,1,0
8074,682,1,1,0
8194,862,5,5,0
8110,821,2,2,0
8150,595,2,2,0
8353,1980,4,4,0
8069,2300,1,1,0
8001,1598,1,1,0
8321,1164,2,2,0
8457,1690,6,6,0
8211,459,3,3,0
8212,1064,2,2,0
8038,1070,1,1,0
8388,1272,3,3,0
8217,1949,1,1,0
8096,1994,2,2,0
8303,800,1,1,0
8482,1013,1,1,0
8498,1308,3,3,0
8394,380,2,2,0
8027,675,1,1,0
8011,1409,2,2,0
8405,437,3,3,0
8122,1460,5,5,0
8126,921,3,3,0
8189,535,2,2,0
8277,976,1,1,0
8159,1574,1,1,0
8202,1349,2,2,0
8024,1624,1,1,0
8133,1085,1,1,0
8155,3292,2,2,0
8249,593,1,1,0
8333,1669,1,1,0
8228,1136,1,1,0
8247,485,1,1,0
8137,2245,2,2,0
8151,1006,4,4,0
8086,1364,3,3,0
8036,323,1,1,0
8103,959,2,2,0
8142,1241,4,4,0
8503,351,1,1,0
8387,473,1,1,0
8427,2075,1,1,0
8391,758,6,6,0
8255,631,1,1,0
8049,522,4,4,0
8496,705,1,1,0
8284,428,2,2,0
8406,1158,1,1,0
8075,625,1,1,0
8242,1369,2,2,0
8141,1133,2,2,0
8372,738,2,2,0
8296,1023,2,2,0
8195,2250,1,1,0
8379,1595,2,2,0
8119,979,1,1,0
8039,315,3,3,0
8125,1663,3,3,0
8209,1106,1,1,0
8176,505,1,1,0
8260,906,2,2,0
8330,1444,3,3,0
8056,611,2,2,0
8022,1364,1,1,0
8386,1832,1,1,0
8370,1526,1,1,0
8016,347,1,1,0
8355,1606,3,3,0
8235,1483,3,3,0
8466,879,1,1,0
8415,1765,1,1,0
8312,1235,5,3,2
8073,1710,1,1,0
8021,1405,1,1,0
8169,1316,1,1,0
8377,821,1,1,0
8097,700,1,1,0
8481,1480,2,2,0
8289,1071,2,2,0
8070,1667,1,1,0
8044,653,1,1,0
8479,719,1,1,0
8252,100,2,2,0
8315,1471,3,3,0
8278,1327,2,2,0
8425,824,1,1,0
8451,1536,1,1,0
8046,1261,2,2,0
8472,1221,1,1,0
8015,458,1,1,0
8041,154,1,1,0
8123,2312,2,2,0
8344,1879,2,2,0
8339,1277,1,1,0
8373,735,2,2,0
8149,679,1,1,0
8008,2254,2,2,0
8071,267,1,1,0
8413,1533,1,1,0
8274,255,1,1,0
8203,794,2,2,0
8500,669,2,2,0
9057,1921,15,15,0
9100,981,14,9,5
9275,1660,5,5,0
9225,3347,228,109,119
9032,2767,73,12,61
9265,1822,25,21,4
9122,2347,123,52,71
9188,1163,7,7,0
9160,1931,102,53,49
9102,1188,3,3,0
9147,1608,3,3,0
9076,1053,1,1,0
9086,1546,4,4,0
9219,1179,9,9,0
9011,1150,2,2,0
9282,1736,45,38,7
9121,2349,8,6,2
9185,1716,55,35,20
9324,1622,30,22,8
9004,914,2,2,0
9157,1683,26,20,6
9104,1413,5,5,0
9107,1175,5,5,0
9053,1200,1,1,0
9298,1895,4,4,0
9232,846,2,2,0
9203,932,2,2,0
9215,1419,1,1,0
9241,1427,9,9,0
9329,2379,6,6,0
9240,1135,4,4,0
9116,1211,5,5,0
9130,1326,10,10,0
9038,1452,5,5,0
9280,1506,18,18,0
9166,1759,2,2,0
9197,1074,1,1,0
9174,1692,3,3,0
9015,1278,9,9,0
9299,1626,7,7,0
9261,2233,91,41,50
9013,1681,2,2,0
9291,2024,6,6,0
9071,1667,4,4,0
9312,1533,43,29,14
9222,3621,3,3,0
9189,262,1,1,0
9339,1607,8,8,0
9255,2920,1,1,0
9105,1324,31,24,7
9322,2116,41,17,24
9161,1303,15,14,1
9170,1423,3,3,0
9042,1105,10,10,0
9115,960,2,2,0
9061,1393,8,6,2
9080,816,4,4,0
9267,1006,10,10,0
9306,1464,36,19,17
9125,1228,18,18,0
9207,2177,18,10,8
9244,1315,8,7,1
9095,1930,2,2,0
9285,1793,15,13,2
9066,1510,14,13,1
9162,1261,1,1,0
9269,1677,3,1,2
9083,1875,1,1,0
9082,1814,3,3,0
9176,1707,8,6,2
9319,1559,7,7,0
9103,1997,11,11,0
9206,1798,21,5,16
9194,4121,59,39,20
9047,1287,23,20,3
9041,795,2,2,0
9301,1793,7,7,0
9059,1345,3,3,0
9141,1808,2,2,0
9268,1335,7,7,0
9033,1330,1,1,0
9334,1286,6,6,0
9019,1880,11,11,0
9283,1634,7,5,2
9297,868,1,1,0
9273,1435,2,2,0
9214,1789,15,13,2
9187,1103,4,4,0
9331,1996,10,8,2
9223,1494,8,8,0
9165,2158,4,4,0
9290,1564,7,7,0
9235,1805,13,7,6
9030,832,7,7,0
9167,2199,18,18,0
9245,1523,8,8,0
9231,1663,18,18,0
9124,2610,32,31,1
9272,3798,16,8,8
9067,954,3,3,0
9113,1240,5,5,0
9149,878,7,7,0
9120,2090,10,10,0
9209,2393,11,10,1
9308,1774,2,2,0
9043,1186,6,6,0
9246,1870,13,7,6
9029,1309,10,5,5
9236,3872,3,3,0
9192,1234,2,2,0
9133,1084,2,2,0
9234,2283,1,1,0
9077,1437,7,7,0
9001,769,3,3,0
9056,2714,2,2,0
9181,1086,10,10,0
9202,2119,4,4,0
9305,893,2,2,0
9303,11916,4,2,2
9119,500,1,1,0
9094,1164,7,7,0
9151,2037,1,1,0
9321,1529,4,2,2
9251,1409,3,3,0
9336,860,12,12,0
9198,1912,1,1,0
9182,2035,17,16,1
9210,1871,4,4,0
9155,1500,1,1,0
9079,1694,8,8,0
9110,700,2,2,0
9065,1717,6,6,0
9035,1450,1,1,0
9199,1257,9,9,0
9270,1318,4,4,0
9326,1209,3,3,0
9109,222,1,1,0
9296,1389,3,3,0
9024,1165,2,2,0
9249,1433,2,2,0
9193,1310,5,5,0
9314,1169,7,7,0
9229,1602,10,10,0
9136,1013,3,3,0
9340,1676,3,3,0
9293,2037,3,3,0
9150,1403,2,1,1
9325,788,1,1,0
9259,1254,1,1,0
9332,1834,12,12,0
9264,1931,4,4,0
9055,1967,4,4,0
9070,1838,3,3,0
9171,2565,1,1,0
9208,123,1,1,0
9257,1509,17,17,0
9253,1511,3,3,0
9289,1642,7,7,0
9093,1108,1,1,0
9247,2365,6,6,0
9060,1549,13,11,2
9005,1564,4,4,0
9063,971,7,7,0
9051,2765,3,3,0
9238,962,3,3,0
9052,1369,2,2,0
9342,1710,5,5,0
9307,3190,4,4,0
9295,1319,6,6,0
9044,2334,2,2,0
9200,684,1,1,0
9003,1304,4,4,0
9002,1147,2,2,0
9099,1484,3,3,0
9169,752,2,2,0
9254,1545,7,6,1
9097,1123,1,1,0
9309,323,4,4,0
9221,280,1,1,0
9023,2195,3,3,0
9087,700,1,1,0
9228,1983,2,2,0
9258,1742,4,3,1
9292,1170,1,1,0
9300,657,3,3,0
9045,1151,2,2,0
9114,1823,2,2,0
9050,1321,1,1,0
9159,2142,2,2,0
9085,2375,6,4,2
9062,1910,7,7,0
9183,1005,1,1,0
9252,758,1,1,0
9153,9488,2,2,0
9262,1213,5,5,0
9274,0,1,1,0
9091,917,1,1,0
9230,417,1,1,0
9158,3303,3,3,0
9142,1645,2,2,0
9327,1016,2,2,0
9323,588,1,1,0
9106,1583,1,1,0
9239,1831,4,4,0
9164,1736,2,2,0
9054,1317,3,3,0
9073,1463,1,1,0
9016,1547,4,4,0
9287,500,1,1,0
9128,924,3,3,0
9126,260,1,1,0
9129,591,2,2,0
9078,2086,3,3,0
9341,900,1,1,0
9017,929,1,1,0
9084,5361,4,4,0
9046,1125,1,1,0
9224,432,4,4,0
9081,1585,6,6,0
9027,676,1,1,0
9213,688,1,1,0
9058,2175,2,2,0
9277,995,4,4,0
9092,2395,1,1,0
9138,2252,3,3,0
9313,1395,1,1,0
9328,1074,4,4,0
9049,980,1,1,0
9134,3688,1,1,0
9075,0,1,1,0
9330,1267,1,1,0
9026,1416,1,1,0
9014,1678,1,1,0
9101,1728,1,1,0
9111,3173,6,6,0
9271,1975,1,1,0
9108,1906,4,4,0
9212,2292,1,1,0
9180,1662,1,1,0
9009,358,1,1,0
9315,706,2,2,0
9131,1310,1,1,0
9217,919,1,1,0
9074,1421,1,1,0
9177,958,1,1,0
9220,1504,2,2,0
9152,1974,1,1,0
9039,1599,1,1,0
9205,2933,2,2,0
9040,1644,1,1,0
9089,1338,1,1,0
9132,1071,1,1,0
9143,2102,1,1,0
9025,2455,3,2,1
9168,1112,2,2,0
9037,1936,1,1,0
9237,1120,1,1,0
9117,13881,3,3,0
9140,927,2,2,0
10209,2356,13,9,4
10034,1396,14,9,5
10357,1978,17,17,0
10387,7430,562,116,446
10333,1862,86,39,47
10321,2391,12,12,0
10420,3127,24,15,9
10031,949,3,3,0
10081,2069,35,15,20
10368,1892,8,8,0
10033,1302,14,8,6
10220,1444,7,5,2
10362,3133,96,28,68
10006,1370,27,12,15
10120,220,1,1,0
10370,1917,2,2,0
10297,2635,16,13,3
10255,1258,3,3,0
10012,1363,5,5,0
10268,2247,21,17,4
10103,1045,1,1,0
10225,2480,6,6,0
10114,1347,5,5,0
10231,2370,7,7,0
10323,1706,84,65,19
10060,2219,15,14,1
10224,1230,6,6,0
10030,2862,3,1,2
10100,2725,13,13,0
10325,2109,12,8,4
10051,1656,7,7,0
10020,970,1,1,0
10433,1350,2,2,0
10064,1043,3,3,0
10123,1424,5,5,0
10094,798,6,6,0
10245,2126,2,2,0
10317,792,7,7,0
10310,1286,2,2,0
10032,1169,6,3,3
10421,1021,2,2,0
10226,1327,2,2,0
10430,1500,2,2,0
10373,1368,3,2,1
10442,1523,9,9,0
10289,848,9,7,2
10349,2133,14,14,0
10280,1858,4,4,0
10140,961,5,5,0
10339,1196,2,2,0
10026,294,2,2,0
10282,2221,8,7,1
10343,3361,36,18,18
10271,1565,7,7,0
10363,1810,1,1,0
10211,2104,6,6,0
10319,687,2,2,0
10441,1845,2,2,0
10233,848,5,5,0
10025,116,1,1,0
10010,476,2,2,0
10119,1379,4,4,0
10404,696,1,1,0
10141,980,8,8,0
10261,645,8,7,1
10102,670,1,1,0
10121,1190,1,1,0
10337,1605,2,2,0
10367,1501,7,7,0
10257,1045,1,1,0
10410,1701,3,3,0
10003,1231,17,17,0
10382,1218,12,12,0
10327,1636,1,1,0
10406,2329,4,4,0
10046,1628,3,3,0
10238,1564,4,4,0
10372,929,4,4,0
10237,3649,4,3,1
10161,823,1,1,0
10195,1807,2,2,0
10213,1227,2,2,0
10315,2360,2,2,0
10131,644,1,1,0
10328,1387,4,4,0
10334,4844,2,1,1
10249,1724,5,5,0
10153,1744,9,9,0
10210,810,2,2,0
10352,1871,3,3,0
10265,1931,10,7,3
10045,1420,1,1,0
10426,806,4,4,0
10143,1479,2,2,0
10276,1732,5,5,0
10096,2495,2,2,0
10019,320,1,1,0
10173,1553,4,4,0
10358,1936,4,3,1
10223,1193,2,2,0
10061,1131,3,3,0
10218,769,1,1,0
10306,772,2,2,0
10002,2674,1,0,1
10401,1293,9,9,0
10066,1519,6,6,0
10356,1827,3,3,0
10240,2078,5,5,0
10179,1274,4,4,0
10164,1328,1,1,0
10112,766,3,3,0
10222,2014,4,4,0
10104,1882,3,3,0
10187,686,5,5,0
10243,1360,4,4,0
10063,300,1,1,0
